Designator,Value,Comment,Footprint,Description,Quantity,LibRef,DigikeyPN,Library Reference,LoadCapacitance,Model:Footprint,PartNumber,Pins,ScrewSize,VisibleNetName
"RR507","49.9","RES_ARR_4","CAC-80P319X150-8M","4 element resistor array","1","RES_ARR_4","CRA6S849.9ACT-ND","RES_ARR_4","","Chip Array, ConvexS, 8-Leads, Pitch 0.80mm,  Body 3.20x1.50mm, for Vishay CRA06S","","8","",""
"RR506","49.9","RES_ARR_4","CAC-80P319X150-8M","4 element resistor array","1","RES_ARR_4","CRA6S868CT-ND","RES_ARR_4","","Chip Array, ConvexS, 8-Leads, Pitch 0.80mm,  Body 3.20x1.50mm, for Vishay CRA06S","","8","",""
"RR505","49.9","RES_ARR_4","CAC-80P319X150-8M","4 element resistor array","1","RES_ARR_4","CRA6S868CT-ND","RES_ARR_4","","Chip Array, ConvexS, 8-Leads, Pitch 0.80mm,  Body 3.20x1.50mm, for Vishay CRA06S","","8","",""
"RR504","49.9","RES_ARR_4","CAC-80P319X150-8M","4 element resistor array","1","RES_ARR_4","CRA6S868CT-ND","RES_ARR_4","","Chip Array, ConvexS, 8-Leads, Pitch 0.80mm,  Body 3.20x1.50mm, for Vishay CRA06S","","8","",""
"RR503","49.9","RES_ARR_4","CAC-80P319X150-8M","4 element resistor array","1","RES_ARR_4","CRA6S868CT-ND","RES_ARR_4","","Chip Array, ConvexS, 8-Leads, Pitch 0.80mm,  Body 3.20x1.50mm, for Vishay CRA06S","","8","",""
"RR502","49.9","RES_ARR_4","CAC-80P319X150-8M","4 element resistor array","1","RES_ARR_4","CRA6S849.9ACT-ND","RES_ARR_4","","Chip Array, ConvexS, 8-Leads, Pitch 0.80mm,  Body 3.20x1.50mm, for Vishay CRA06S","","8","",""
"RR501","49.9","RES_ARR_4","CAC-80P319X150-8M","4 element resistor array","1","RES_ARR_4","CRA6S849.9ACT-ND","RES_ARR_4","","Chip Array, ConvexS, 8-Leads, Pitch 0.80mm,  Body 3.20x1.50mm, for Vishay CRA06S","","8","",""
"RR500","49.9","RES_ARR_4","CAC-80P319X150-8M","4 element resistor array","1","RES_ARR_4","CRA6S849.9ACT-ND","RES_ARR_4","","Chip Array, ConvexS, 8-Leads, Pitch 0.80mm,  Body 3.20x1.50mm, for Vishay CRA06S","","8","",""
"R602","49.9","0805","RES_0805","Resistor","1","Res1","311-49.9CRCT-ND","Res1","","","","2","",""
"R502","49.9","0805","RES_0805","Resistor","1","Res1","311-49.9CRCT-ND","Res1","","","","2","",""
"R501","49.9","0805","RES_0805","Resistor","1","Res1","311-49.9CRCT-ND","Res1","","","","2","",""
